attention_family,model_role,condition_label,layer,sample_idx,row_weighted_intra,row_weighted_inter,self_inter_norm_entropy
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,43,0.589211,0.410789,0.775192
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,44,0.57529,0.42471,0.764815
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,45,0.561514,0.438486,0.751644
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,46,0.548294,0.451706,0.736072
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,47,0.536024,0.463976,0.718563
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,48,0.525072,0.474928,0.69964
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,49,0.515764,0.484236,0.679868
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,50,0.508377,0.491623,0.659838
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,51,0.503134,0.496866,0.640147
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,52,0.500189,0.499811,0.621384
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,53,0.499631,0.500369,0.604108
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,54,0.501476,0.498524,0.588835
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,55,0.505671,0.494329,0.576021
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,56,0.512088,0.487912,0.566049
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,57,0.520537,0.479463,0.559217
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,58,0.530766,0.469234,0.555728
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,59,0.542468,0.457532,0.555686
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,60,0.555295,0.444705,0.559093
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,61,0.568864,0.431136,0.565848
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,62,0.58277,0.41723,0.575748
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,63,0.596597,0.403403,0.588497
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,64,0.609933,0.390067,0.603716
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,65,0.622379,0.377621,0.62095
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,66,0.633565,0.366435,0.639684
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,67,0.643155,0.356845,0.65936
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,68,0.650865,0.349135,0.679389
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,69,0.656462,0.343538,0.699174
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,70,0.659782,0.340218,0.718123
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,71,0.660723,0.339277,0.735673
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,72,0.659259,0.340741,0.751297
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,73,0.655433,0.344567,0.764531
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,74,0.649359,0.350641,0.774978
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,75,0.641218,0.358782,0.782328
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,76,0.631254,0.368746,0.78636
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,77,0.619765,0.380235,0.786954
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,78,0.607092,0.392908,0.784093
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,79,0.593614,0.406386,0.777861
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,80,0.579735,0.420265,0.768446
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,81,0.565867,0.434133,0.756127
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,82,0.552426,0.447574,0.741273
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,83,0.539812,0.460188,0.724328
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,84,0.528402,0.471598,0.705796
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,85,0.518536,0.481464,0.686232
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,86,0.51051,0.48949,0.666219
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,87,0.504563,0.495437,0.646356
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,88,0.500872,0.499128,0.627234
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,89,0.499547,0.500453,0.609425
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,90,0.500629,0.499371,0.59346
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,91,0.504084,0.495916,0.579817
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,92,0.50981,0.49019,0.568902
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,93,0.517635,0.482365,0.561041
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,94,0.527327,0.472673,0.556469
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,95,0.538595,0.461405,0.555323
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,96,0.551104,0.448896,0.557636
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,97,0.56448,0.43552,0.56334
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,98,0.578323,0.421677,0.572264
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,99,0.59222,0.40778,0.584142
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,100,0.605757,0.394243,0.59862
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,101,0.618529,0.381471,0.615264
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,102,0.630155,0.369845,0.633579
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,103,0.640288,0.359712,0.653017
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,104,0.648625,0.351375,0.672998
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,105,0.654917,0.345083,0.692925
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,106,0.658978,0.341022,0.712204
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,107,0.660684,0.339316,0.73026
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,108,0.659986,0.340014,0.746552
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,109,0.656904,0.343096,0.760595
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,110,0.651531,0.348469,0.771969
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,111,0.644026,0.355974,0.780335
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,112,0.634614,0.365386,0.785443
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,113,0.623575,0.376425,0.787141
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,114,0.61124,0.38876,0.785378
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,115,0.597977,0.402023,0.780206
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,116,0.584181,0.415819,0.77178
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,117,0.570264,0.429736,0.760351
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,118,0.556642,0.443358,0.746261
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,119,0.543722,0.456278,0.729931
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,120,0.531889,0.468111,0.711847
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,121,0.521497,0.478503,0.69255
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,122,0.512855,0.487145,0.672616
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,123,0.506222,0.493778,0.652639
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,124,0.501796,0.498204,0.633217
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,125,0.499709,0.500291,0.61493
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,126,0.500023,0.499977,0.598322
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,127,0.502729,0.497271,0.58389
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,128,0.507746,0.492254,0.572066
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,129,0.514924,0.485076,0.563201
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,130,0.524049,0.475951,0.55756
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,131,0.534849,0.465151,0.555312
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,132,0.547001,0.452999,0.556525
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,133,0.560143,0.439857,0.561161
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,134,0.573881,0.426119,0.569082
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,135,0.587807,0.412193,0.580052
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,136,0.601503,0.398497,0.593744
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,137,0.614562,0.385438,0.609748
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,138,0.626593,0.373407,0.627588
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,139,0.637237,0.362763,0.646729
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,140,0.646177,0.353823,0.666601
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,141,0.653145,0.346855,0.686611
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,142,0.657934,0.342066,0.706161
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,143,0.6604,0.3396,0.724667
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,144,0.66047,0.33953,0.741577
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,145,0.658142,0.341858,0.756387
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,146,0.653485,0.346515,0.768653
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,147,0.646639,0.353361,0.77801
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,148,0.637807,0.362193,0.784179
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,149,0.627254,0.372746,0.786975
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,150,0.615294,0.384706,0.786315
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,151,0.602285,0.397715,0.782218
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,152,0.588615,0.411385,0.774807
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,153,0.574691,0.425309,0.764304
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,154,0.56093,0.43907,0.751021
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,155,0.547743,0.452257,0.735355
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,156,0.535523,0.464477,0.717774
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,157,0.524635,0.475365,0.698803
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,158,0.515405,0.484595,0.679008
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,159,0.508106,0.491894,0.65898
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,160,0.502959,0.497041,0.639317
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,161,0.500115,0.499885,0.620606
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,162,0.499661,0.500339,0.603406
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,163,0.501609,0.498391,0.58823
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,164,0.505902,0.494098,0.575531
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,165,0.512411,0.487589,0.565689
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,166,0.520943,0.479057,0.558997
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,167,0.531241,0.468759,0.555655
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,168,0.543,0.457,0.555762
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,169,0.555867,0.444133,0.559316
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,170,0.569459,0.430541,0.566211
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,171,0.58337,0.41663,0.57624
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,172,0.597184,0.402816,0.589104
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,173,0.61049,0.38951,0.60442
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,174,0.622889,0.377111,0.621729
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,175,0.634013,0.365987,0.640516
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,176,0.643528,0.356472,0.660219
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,177,0.65115,0.34885,0.680249
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,178,0.656653,0.343347,0.70001
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,179,0.659871,0.340129,0.718911
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,180,0.66071,0.33929,0.736388
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,181,0.659142,0.340858,0.751919
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,182,0.655217,0.344783,0.76504
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,183,0.64905,0.35095,0.77536
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,184,0.640825,0.359175,0.782571
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,185,0.630789,0.369211,0.786457
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,186,0.619241,0.380759,0.786902
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,187,0.606526,0.393474,0.783893
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,188,0.593023,0.406977,0.77752
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,189,0.579135,0.420865,0.767973
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,190,0.565277,0.434723,0.755537
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,191,0.551863,0.448137,0.740584
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,192,0.539293,0.460707,0.723559
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,193,0.527943,0.472057,0.704971
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,194,0.518151,0.481849,0.685376
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,195,0.51021,0.48979,0.665357
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,196,0.504356,0.495644,0.645513
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,197,0.500765,0.499235,0.626436
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,198,0.499544,0.500456,0.608696
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,199,0.500729,0.499271,0.592822
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,200,0.504284,0.495716,0.579288
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,201,0.510105,0.489895,0.568499
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,202,0.518016,0.481984,0.560775
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,203,0.527782,0.472218,0.556349
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,204,0.539111,0.460889,0.555351
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,205,0.551665,0.448335,0.557813
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,206,0.565069,0.434931,0.563659
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,207,0.578923,0.421077,0.572717
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,208,0.592813,0.407187,0.584715
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,209,0.606325,0.393675,0.599295
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,210,0.619056,0.380944,0.616022
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,211,0.630624,0.369376,0.634396
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,212,0.640685,0.359315,0.653869
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,213,0.648939,0.351061,0.673861
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,214,0.655139,0.344861,0.693772
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,215,0.6591,0.3409,0.713011
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,216,0.660704,0.339296,0.731001
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,217,0.659902,0.340098,0.747206
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,218,0.656719,0.343281,0.761142
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,219,0.65125,0.34875,0.772393
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,220,0.643658,0.356342,0.780624
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,221,0.63417,0.36583,0.785587
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,222,0.623069,0.376931,0.787136
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,223,0.610686,0.389314,0.785224
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,224,0.597391,0.402609,0.779909
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,225,0.583581,0.416419,0.771348
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,226,0.569669,0.430331,0.759797
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,227,0.556069,0.443931,0.745601
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,228,0.543188,0.456812,0.729185
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,229,0.53141,0.46859,0.711037
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,230,0.521087,0.478913,0.691701
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,231,0.512526,0.487474,0.671753
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,232,0.505985,0.494015,0.651788
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,233,0.501657,0.498343,0.632403
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,234,0.499673,0.500327,0.614177
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,235,0.50009,0.49991,0.597653
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,236,0.502898,0.497102,0.583325
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,237,0.508011,0.491989,0.571621
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,238,0.515278,0.484722,0.56289
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,239,0.524482,0.475518,0.557393
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,240,0.535347,0.464653,0.555293
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,241,0.547549,0.452451,0.556654
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,242,0.560725,0.439275,0.561435
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,243,0.57448,0.42552,0.569493
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,244,0.588404,0.411596,0.580588
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,245,0.602081,0.397919,0.594388
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,246,0.615103,0.384897,0.610482
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,247,0.627082,0.372918,0.628388
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,248,0.637659,0.362341,0.647573
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,249,0.646519,0.353481,0.667464
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,250,0.653397,0.346603,0.687466
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,251,0.658088,0.341912,0.706982
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,252,0.660453,0.339547,0.725431
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,253,0.660419,0.339581,0.742261
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,254,0.657989,0.342011,0.75697
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,255,0.653235,0.346765,0.769118
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,256,0.646298,0.353702,0.778343
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,257,0.637387,0.362613,0.78437
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,258,0.626766,0.373234,0.787018
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,259,0.614753,0.385247,0.786209
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,260,0.601707,0.398293,0.781966
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,261,0.588018,0.411982,0.774417
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,262,0.574093,0.425907,0.763787
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,263,0.560348,0.439652,0.750392
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,264,0.547195,0.452805,0.734634
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,265,0.535025,0.464975,0.716982
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,266,0.524202,0.475798,0.697964
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,267,0.515049,0.484951,0.678146
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,268,0.507839,0.492161,0.658122
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,269,0.502788,0.497212,0.638488
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,270,0.500046,0.499954,0.619831
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,271,0.499695,0.500305,0.602708
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,272,0.501746,0.498254,0.58763
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,273,0.506138,0.493862,0.575047
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,274,0.512738,0.487262,0.565334
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,275,0.521351,0.478649,0.558783
self_attention,PreGate,C3_bias_a05_lr1e4_gate1e4,1,276,0.531719,0.468281,0.555588
