attention_family,model_role,condition_label,layer,sample_idx,row_weighted_intra,row_weighted_inter,self_inter_norm_entropy
self_attention,NoGate,N2_none_lr1e4,1,61,0.617433,0.382567,0.860174
self_attention,NoGate,N2_none_lr1e4,1,62,0.626157,0.373843,0.86036
self_attention,NoGate,N2_none_lr1e4,1,63,0.635902,0.364098,0.862436
self_attention,NoGate,N2_none_lr1e4,1,64,0.646377,0.353623,0.86634
self_attention,NoGate,N2_none_lr1e4,1,65,0.657268,0.342732,0.871955
self_attention,NoGate,N2_none_lr1e4,1,66,0.668252,0.331748,0.879115
self_attention,NoGate,N2_none_lr1e4,1,67,0.678999,0.321001,0.887604
self_attention,NoGate,N2_none_lr1e4,1,68,0.68919,0.31081,0.89717
self_attention,NoGate,N2_none_lr1e4,1,69,0.698519,0.301481,0.907527
self_attention,NoGate,N2_none_lr1e4,1,70,0.706708,0.293292,0.918366
self_attention,NoGate,N2_none_lr1e4,1,71,0.713514,0.286486,0.929363
self_attention,NoGate,N2_none_lr1e4,1,72,0.718732,0.281268,0.94019
self_attention,NoGate,N2_none_lr1e4,1,73,0.722207,0.277793,0.950524
self_attention,NoGate,N2_none_lr1e4,1,74,0.723835,0.276165,0.960056
self_attention,NoGate,N2_none_lr1e4,1,75,0.723567,0.276433,0.968501
self_attention,NoGate,N2_none_lr1e4,1,76,0.721412,0.278588,0.975608
self_attention,NoGate,N2_none_lr1e4,1,77,0.717434,0.282566,0.981165
self_attention,NoGate,N2_none_lr1e4,1,78,0.711752,0.288248,0.985004
self_attention,NoGate,N2_none_lr1e4,1,79,0.704535,0.295465,0.987013
self_attention,NoGate,N2_none_lr1e4,1,80,0.695998,0.304002,0.98713
self_attention,NoGate,N2_none_lr1e4,1,81,0.686397,0.313603,0.985353
self_attention,NoGate,N2_none_lr1e4,1,82,0.676018,0.323982,0.981734
self_attention,NoGate,N2_none_lr1e4,1,83,0.665172,0.334828,0.976381
self_attention,NoGate,N2_none_lr1e4,1,84,0.654181,0.345819,0.969455
self_attention,NoGate,N2_none_lr1e4,1,85,0.643374,0.356626,0.961162
self_attention,NoGate,N2_none_lr1e4,1,86,0.633074,0.366926,0.951749
self_attention,NoGate,N2_none_lr1e4,1,87,0.623588,0.376412,0.941498
self_attention,NoGate,N2_none_lr1e4,1,88,0.615199,0.384801,0.930714
self_attention,NoGate,N2_none_lr1e4,1,89,0.608158,0.391842,0.91972
self_attention,NoGate,N2_none_lr1e4,1,90,0.602675,0.397325,0.908844
self_attention,NoGate,N2_none_lr1e4,1,91,0.598914,0.401086,0.898411
self_attention,NoGate,N2_none_lr1e4,1,92,0.596987,0.403013,0.888731
self_attention,NoGate,N2_none_lr1e4,1,93,0.596951,0.403049,0.880095
self_attention,NoGate,N2_none_lr1e4,1,94,0.598808,0.401192,0.872759
self_attention,NoGate,N2_none_lr1e4,1,95,0.602502,0.397498,0.866943
self_attention,NoGate,N2_none_lr1e4,1,96,0.607922,0.392078,0.86282
self_attention,NoGate,N2_none_lr1e4,1,97,0.614908,0.385092,0.860514
self_attention,NoGate,N2_none_lr1e4,1,98,0.62325,0.37675,0.860094
self_attention,NoGate,N2_none_lr1e4,1,99,0.6327,0.3673,0.861571
self_attention,NoGate,N2_none_lr1e4,1,100,0.642975,0.357025,0.864902
self_attention,NoGate,N2_none_lr1e4,1,101,0.653768,0.346232,0.869987
self_attention,NoGate,N2_none_lr1e4,1,102,0.664758,0.335242,0.876675
self_attention,NoGate,N2_none_lr1e4,1,103,0.675616,0.324384,0.884766
self_attention,NoGate,N2_none_lr1e4,1,104,0.686018,0.313982,0.894019
self_attention,NoGate,N2_none_lr1e4,1,105,0.695654,0.304346,0.904156
self_attention,NoGate,N2_none_lr1e4,1,106,0.704235,0.295765,0.914876
self_attention,NoGate,N2_none_lr1e4,1,107,0.711507,0.288493,0.925858
self_attention,NoGate,N2_none_lr1e4,1,108,0.71725,0.28275,0.936775
self_attention,NoGate,N2_none_lr1e4,1,109,0.721295,0.278705,0.9473
self_attention,NoGate,N2_none_lr1e4,1,110,0.72352,0.27648,0.95712
self_attention,NoGate,N2_none_lr1e4,1,111,0.723859,0.276141,0.965942
self_attention,NoGate,N2_none_lr1e4,1,112,0.722302,0.277698,0.973501
self_attention,NoGate,N2_none_lr1e4,1,113,0.718895,0.281105,0.979572
self_attention,NoGate,N2_none_lr1e4,1,114,0.71374,0.28626,0.983974
self_attention,NoGate,N2_none_lr1e4,1,115,0.706991,0.293009,0.986576
self_attention,NoGate,N2_none_lr1e4,1,116,0.69885,0.30115,0.9873
self_attention,NoGate,N2_none_lr1e4,1,117,0.689559,0.310441,0.986123
self_attention,NoGate,N2_none_lr1e4,1,118,0.679395,0.320605,0.983083
self_attention,NoGate,N2_none_lr1e4,1,119,0.668663,0.331337,0.978268
self_attention,NoGate,N2_none_lr1e4,1,120,0.657683,0.342317,0.971824
self_attention,NoGate,N2_none_lr1e4,1,121,0.646782,0.353218,0.963941
self_attention,NoGate,N2_none_lr1e4,1,122,0.636286,0.363714,0.954857
self_attention,NoGate,N2_none_lr1e4,1,123,0.626508,0.373492,0.944841
self_attention,NoGate,N2_none_lr1e4,1,124,0.61774,0.38226,0.934193
self_attention,NoGate,N2_none_lr1e4,1,125,0.610244,0.389756,0.92323
self_attention,NoGate,N2_none_lr1e4,1,126,0.604244,0.395756,0.912281
self_attention,NoGate,N2_none_lr1e4,1,127,0.599919,0.400081,0.901672
self_attention,NoGate,N2_none_lr1e4,1,128,0.597398,0.402602,0.891719
self_attention,NoGate,N2_none_lr1e4,1,129,0.596756,0.403244,0.88272
self_attention,NoGate,N2_none_lr1e4,1,130,0.598012,0.401988,0.874943
self_attention,NoGate,N2_none_lr1e4,1,131,0.601129,0.398871,0.868621
self_attention,NoGate,N2_none_lr1e4,1,132,0.606014,0.393986,0.863943
self_attention,NoGate,N2_none_lr1e4,1,133,0.612522,0.387478,0.861047
self_attention,NoGate,N2_none_lr1e4,1,134,0.620456,0.379544,0.860021
self_attention,NoGate,N2_none_lr1e4,1,135,0.629582,0.370418,0.860895
self_attention,NoGate,N2_none_lr1e4,1,136,0.639626,0.360374,0.863643
self_attention,NoGate,N2_none_lr1e4,1,137,0.650288,0.349712,0.868183
self_attention,NoGate,N2_none_lr1e4,1,138,0.661251,0.338749,0.874379
self_attention,NoGate,N2_none_lr1e4,1,139,0.672187,0.327813,0.882047
self_attention,NoGate,N2_none_lr1e4,1,140,0.682769,0.317231,0.890957
self_attention,NoGate,N2_none_lr1e4,1,141,0.692682,0.307318,0.900844
self_attention,NoGate,N2_none_lr1e4,1,142,0.701629,0.298371,0.911412
self_attention,NoGate,N2_none_lr1e4,1,143,0.709343,0.290657,0.922346
self_attention,NoGate,N2_none_lr1e4,1,144,0.715595,0.284405,0.93332
self_attention,NoGate,N2_none_lr1e4,1,145,0.720198,0.279802,0.944005
self_attention,NoGate,N2_none_lr1e4,1,146,0.723013,0.276987,0.954083
self_attention,NoGate,N2_none_lr1e4,1,147,0.723958,0.276042,0.963253
self_attention,NoGate,N2_none_lr1e4,1,148,0.723003,0.276997,0.971241
self_attention,NoGate,N2_none_lr1e4,1,149,0.720178,0.279822,0.977809
self_attention,NoGate,N2_none_lr1e4,1,150,0.715566,0.284434,0.98276
self_attention,NoGate,N2_none_lr1e4,1,151,0.709306,0.290694,0.985947
self_attention,NoGate,N2_none_lr1e4,1,152,0.701584,0.298416,0.987275
self_attention,NoGate,N2_none_lr1e4,1,153,0.692631,0.307369,0.986704
self_attention,NoGate,N2_none_lr1e4,1,154,0.682714,0.317286,0.984251
self_attention,NoGate,N2_none_lr1e4,1,155,0.672129,0.327871,0.979989
self_attention,NoGate,N2_none_lr1e4,1,156,0.661192,0.338808,0.974046
self_attention,NoGate,N2_none_lr1e4,1,157,0.65023,0.34977,0.966598
self_attention,NoGate,N2_none_lr1e4,1,158,0.63957,0.36043,0.957869
self_attention,NoGate,N2_none_lr1e4,1,159,0.62953,0.37047,0.948119
self_attention,NoGate,N2_none_lr1e4,1,160,0.62041,0.37959,0.937639
self_attention,NoGate,N2_none_lr1e4,1,161,0.612483,0.387517,0.926741
self_attention,NoGate,N2_none_lr1e4,1,162,0.605984,0.394016,0.915752
self_attention,NoGate,N2_none_lr1e4,1,163,0.601108,0.398892,0.904999
self_attention,NoGate,N2_none_lr1e4,1,164,0.598,0.402,0.894804
self_attention,NoGate,N2_none_lr1e4,1,165,0.596754,0.403246,0.88547
self_attention,NoGate,N2_none_lr1e4,1,166,0.597406,0.402594,0.877276
self_attention,NoGate,N2_none_lr1e4,1,167,0.599937,0.400063,0.870468
self_attention,NoGate,N2_none_lr1e4,1,168,0.604272,0.395728,0.865247
self_attention,NoGate,N2_none_lr1e4,1,169,0.610281,0.389719,0.861771
self_attention,NoGate,N2_none_lr1e4,1,170,0.617784,0.382216,0.860142
self_attention,NoGate,N2_none_lr1e4,1,171,0.626558,0.373442,0.86041
self_attention,NoGate,N2_none_lr1e4,1,172,0.63634,0.36366,0.862567
self_attention,NoGate,N2_none_lr1e4,1,173,0.646839,0.353161,0.866547
self_attention,NoGate,N2_none_lr1e4,1,174,0.657741,0.342259,0.872233
self_attention,NoGate,N2_none_lr1e4,1,175,0.668721,0.331279,0.879454
self_attention,NoGate,N2_none_lr1e4,1,176,0.679451,0.320549,0.887996
self_attention,NoGate,N2_none_lr1e4,1,177,0.689611,0.310389,0.897602
self_attention,NoGate,N2_none_lr1e4,1,178,0.698897,0.301103,0.907986
self_attention,NoGate,N2_none_lr1e4,1,179,0.707031,0.292969,0.918838
self_attention,NoGate,N2_none_lr1e4,1,180,0.713772,0.286228,0.929835
self_attention,NoGate,N2_none_lr1e4,1,181,0.718918,0.281082,0.940647
self_attention,NoGate,N2_none_lr1e4,1,182,0.722315,0.277685,0.950953
self_attention,NoGate,N2_none_lr1e4,1,183,0.723862,0.276138,0.960444
self_attention,NoGate,N2_none_lr1e4,1,184,0.723513,0.276487,0.968836
self_attention,NoGate,N2_none_lr1e4,1,185,0.721278,0.278722,0.975881
self_attention,NoGate,N2_none_lr1e4,1,186,0.717224,0.282776,0.981366
self_attention,NoGate,N2_none_lr1e4,1,187,0.711472,0.288528,0.985129
self_attention,NoGate,N2_none_lr1e4,1,188,0.704193,0.295807,0.987057
self_attention,NoGate,N2_none_lr1e4,1,189,0.695605,0.304395,0.987093
self_attention,NoGate,N2_none_lr1e4,1,190,0.685964,0.314036,0.985234
self_attention,NoGate,N2_none_lr1e4,1,191,0.675559,0.324441,0.981538
self_attention,NoGate,N2_none_lr1e4,1,192,0.6647,0.3353,0.976114
self_attention,NoGate,N2_none_lr1e4,1,193,0.65371,0.34629,0.969125
self_attention,NoGate,N2_none_lr1e4,1,194,0.642918,0.357082,0.960778
self_attention,NoGate,N2_none_lr1e4,1,195,0.632647,0.367353,0.951323
self_attention,NoGate,N2_none_lr1e4,1,196,0.623203,0.376797,0.941042
self_attention,NoGate,N2_none_lr1e4,1,197,0.614867,0.385133,0.930243
self_attention,NoGate,N2_none_lr1e4,1,198,0.607889,0.392111,0.919248
self_attention,NoGate,N2_none_lr1e4,1,199,0.602477,0.397523,0.908384
self_attention,NoGate,N2_none_lr1e4,1,200,0.598793,0.401207,0.897977
self_attention,NoGate,N2_none_lr1e4,1,201,0.596946,0.403054,0.888336
self_attention,NoGate,N2_none_lr1e4,1,202,0.596992,0.403008,0.87975
self_attention,NoGate,N2_none_lr1e4,1,203,0.598929,0.401071,0.872476
self_attention,NoGate,N2_none_lr1e4,1,204,0.6027,0.3973,0.866729
self_attention,NoGate,N2_none_lr1e4,1,205,0.608192,0.391808,0.862683
self_attention,NoGate,N2_none_lr1e4,1,206,0.615241,0.384759,0.860457
self_attention,NoGate,N2_none_lr1e4,1,207,0.623636,0.376364,0.860118
self_attention,NoGate,N2_none_lr1e4,1,208,0.633127,0.366873,0.861677
self_attention,NoGate,N2_none_lr1e4,1,209,0.643431,0.356569,0.865086
self_attention,NoGate,N2_none_lr1e4,1,210,0.65424,0.34576,0.870243
self_attention,NoGate,N2_none_lr1e4,1,211,0.66523,0.33477,0.876996
self_attention,NoGate,N2_none_lr1e4,1,212,0.676076,0.323924,0.885142
self_attention,NoGate,N2_none_lr1e4,1,213,0.686451,0.313549,0.894439
self_attention,NoGate,N2_none_lr1e4,1,214,0.696047,0.303953,0.904608
self_attention,NoGate,N2_none_lr1e4,1,215,0.704577,0.295423,0.915345
self_attention,NoGate,N2_none_lr1e4,1,216,0.711786,0.288214,0.926332
self_attention,NoGate,N2_none_lr1e4,1,217,0.71746,0.28254,0.937238
self_attention,NoGate,N2_none_lr1e4,1,218,0.721429,0.278571,0.94774
self_attention,NoGate,N2_none_lr1e4,1,219,0.723574,0.276426,0.957522
self_attention,NoGate,N2_none_lr1e4,1,220,0.723831,0.276169,0.966295
self_attention,NoGate,N2_none_lr1e4,1,221,0.722193,0.277807,0.973794
self_attention,NoGate,N2_none_lr1e4,1,222,0.718708,0.281292,0.979797
self_attention,NoGate,N2_none_lr1e4,1,223,0.713481,0.286519,0.984124
self_attention,NoGate,N2_none_lr1e4,1,224,0.706668,0.293332,0.986646
self_attention,NoGate,N2_none_lr1e4,1,225,0.698472,0.301528,0.987288
self_attention,NoGate,N2_none_lr1e4,1,226,0.689137,0.310863,0.986031
self_attention,NoGate,N2_none_lr1e4,1,227,0.678943,0.321057,0.982911
self_attention,NoGate,N2_none_lr1e4,1,228,0.668193,0.331807,0.978023
self_attention,NoGate,N2_none_lr1e4,1,229,0.65721,0.34279,0.971512
self_attention,NoGate,N2_none_lr1e4,1,230,0.646319,0.353681,0.963573
self_attention,NoGate,N2_none_lr1e4,1,231,0.635848,0.364152,0.954443
self_attention,NoGate,N2_none_lr1e4,1,232,0.626108,0.373892,0.944393
self_attention,NoGate,N2_none_lr1e4,1,233,0.61739,0.38261,0.933725
self_attention,NoGate,N2_none_lr1e4,1,234,0.609954,0.390046,0.922756
self_attention,NoGate,N2_none_lr1e4,1,235,0.604023,0.395977,0.911815
self_attention,NoGate,N2_none_lr1e4,1,236,0.599773,0.400227,0.901228
self_attention,NoGate,N2_none_lr1e4,1,237,0.597331,0.402669,0.89131
self_attention,NoGate,N2_none_lr1e4,1,238,0.596771,0.403229,0.882358
self_attention,NoGate,N2_none_lr1e4,1,239,0.598108,0.401892,0.87464
self_attention,NoGate,N2_none_lr1e4,1,240,0.601304,0.398696,0.868385
self_attention,NoGate,N2_none_lr1e4,1,241,0.606262,0.393738,0.863781
self_attention,NoGate,N2_none_lr1e4,1,242,0.612835,0.387165,0.860964
self_attention,NoGate,N2_none_lr1e4,1,243,0.620826,0.379174,0.86002
self_attention,NoGate,N2_none_lr1e4,1,244,0.629997,0.370003,0.860975
self_attention,NoGate,N2_none_lr1e4,1,245,0.640074,0.359926,0.863802
self_attention,NoGate,N2_none_lr1e4,1,246,0.650756,0.349244,0.868417
self_attention,NoGate,N2_none_lr1e4,1,247,0.661725,0.338275,0.87468
self_attention,NoGate,N2_none_lr1e4,1,248,0.672652,0.327348,0.882407
self_attention,NoGate,N2_none_lr1e4,1,249,0.683211,0.316789,0.891365
self_attention,NoGate,N2_none_lr1e4,1,250,0.693088,0.306912,0.901287
self_attention,NoGate,N2_none_lr1e4,1,251,0.701988,0.298012,0.911878
self_attention,NoGate,N2_none_lr1e4,1,252,0.709644,0.290356,0.92282
self_attention,NoGate,N2_none_lr1e4,1,253,0.715828,0.284172,0.933788
self_attention,NoGate,N2_none_lr1e4,1,254,0.720356,0.279644,0.944453
self_attention,NoGate,N2_none_lr1e4,1,255,0.723093,0.276907,0.954498
self_attention,NoGate,N2_none_lr1e4,1,256,0.723956,0.276044,0.963623
self_attention,NoGate,N2_none_lr1e4,1,257,0.72292,0.27708,0.971554
self_attention,NoGate,N2_none_lr1e4,1,258,0.720015,0.279985,0.978056
self_attention,NoGate,N2_none_lr1e4,1,259,0.71533,0.28467,0.982934
self_attention,NoGate,N2_none_lr1e4,1,260,0.709002,0.290998,0.986043
self_attention,NoGate,N2_none_lr1e4,1,261,0.701222,0.298778,0.98729
self_attention,NoGate,N2_none_lr1e4,1,262,0.692222,0.307778,0.986637
self_attention,NoGate,N2_none_lr1e4,1,263,0.68227,0.31773,0.984104
self_attention,NoGate,N2_none_lr1e4,1,264,0.671663,0.328337,0.979767
self_attention,NoGate,N2_none_lr1e4,1,265,0.660719,0.339281,0.973755
self_attention,NoGate,N2_none_lr1e4,1,266,0.649763,0.350237,0.966247
self_attention,NoGate,N2_none_lr1e4,1,267,0.639123,0.360877,0.957469
self_attention,NoGate,N2_none_lr1e4,1,268,0.629117,0.370883,0.947681
self_attention,NoGate,N2_none_lr1e4,1,269,0.620043,0.379957,0.937176
self_attention,NoGate,N2_none_lr1e4,1,270,0.612172,0.387828,0.926268
self_attention,NoGate,N2_none_lr1e4,1,271,0.605739,0.394261,0.915282
self_attention,NoGate,N2_none_lr1e4,1,272,0.600937,0.399063,0.904547
self_attention,NoGate,N2_none_lr1e4,1,273,0.597908,0.402092,0.894382
self_attention,NoGate,N2_none_lr1e4,1,274,0.596743,0.403257,0.885092
self_attention,NoGate,N2_none_lr1e4,1,275,0.597477,0.402523,0.876953
self_attention,NoGate,N2_none_lr1e4,1,276,0.600088,0.399912,0.870209
self_attention,NoGate,N2_none_lr1e4,1,277,0.604497,0.395503,0.865061
self_attention,NoGate,N2_none_lr1e4,1,278,0.610574,0.389426,0.861662
self_attention,NoGate,N2_none_lr1e4,1,279,0.618137,0.381863,0.860115
self_attention,NoGate,N2_none_lr1e4,1,280,0.62696,0.37304,0.860464
self_attention,NoGate,N2_none_lr1e4,1,281,0.636779,0.363221,0.862701
self_attention,NoGate,N2_none_lr1e4,1,282,0.647302,0.352698,0.866758
self_attention,NoGate,N2_none_lr1e4,1,283,0.658215,0.341785,0.872514
self_attention,NoGate,N2_none_lr1e4,1,284,0.669191,0.330809,0.879796
self_attention,NoGate,N2_none_lr1e4,1,285,0.679902,0.320098,0.888389
self_attention,NoGate,N2_none_lr1e4,1,286,0.69003,0.30997,0.898035
self_attention,NoGate,N2_none_lr1e4,1,287,0.699272,0.300728,0.908446
self_attention,NoGate,N2_none_lr1e4,1,288,0.707352,0.292648,0.919311
self_attention,NoGate,N2_none_lr1e4,1,289,0.714028,0.285972,0.930306
self_attention,NoGate,N2_none_lr1e4,1,290,0.719101,0.280899,0.941104
self_attention,NoGate,N2_none_lr1e4,1,291,0.722421,0.277579,0.95138
self_attention,NoGate,N2_none_lr1e4,1,292,0.723887,0.276113,0.960829
self_attention,NoGate,N2_none_lr1e4,1,293,0.723456,0.276544,0.969169
self_attention,NoGate,N2_none_lr1e4,1,294,0.72114,0.27886,0.97615
self_attention,NoGate,N2_none_lr1e4,1,295,0.71701,0.28299,0.981565
self_attention,NoGate,N2_none_lr1e4,1,296,0.711188,0.288812,0.985251
self_attention,NoGate,N2_none_lr1e4,1,297,0.703849,0.296151,0.987098
self_attention,NoGate,N2_none_lr1e4,1,298,0.69521,0.30479,0.987051
self_attention,NoGate,N2_none_lr1e4,1,299,0.68553,0.31447,0.985113
self_attention,NoGate,N2_none_lr1e4,1,300,0.675099,0.324901,0.981339
self_attention,NoGate,N2_none_lr1e4,1,301,0.664227,0.335773,0.975844
self_attention,NoGate,N2_none_lr1e4,1,302,0.653239,0.346761,0.968792
self_attention,NoGate,N2_none_lr1e4,1,303,0.642463,0.357537,0.960392
self_attention,NoGate,N2_none_lr1e4,1,304,0.632221,0.367779,0.950895
self_attention,NoGate,N2_none_lr1e4,1,305,0.622819,0.377181,0.940586
self_attention,NoGate,N2_none_lr1e4,1,306,0.614537,0.385463,0.929772
self_attention,NoGate,N2_none_lr1e4,1,307,0.607623,0.392377,0.918775
self_attention,NoGate,N2_none_lr1e4,1,308,0.602282,0.397718,0.907924
self_attention,NoGate,N2_none_lr1e4,1,309,0.598675,0.401325,0.897544
self_attention,NoGate,N2_none_lr1e4,1,310,0.596909,0.403091,0.887943
self_attention,NoGate,N2_none_lr1e4,1,311,0.597037,0.402963,0.879409
self_attention,NoGate,N2_none_lr1e4,1,312,0.599055,0.400945,0.872196
self_attention,NoGate,N2_none_lr1e4,1,313,0.602902,0.397098,0.866519
self_attention,NoGate,N2_none_lr1e4,1,314,0.608465,0.391535,0.862549
self_attention,NoGate,N2_none_lr1e4,1,315,0.615576,0.384424,0.860403
self_attention,NoGate,N2_none_lr1e4,1,316,0.624024,0.375976,0.860146
self_attention,NoGate,N2_none_lr1e4,1,317,0.633556,0.366444,0.861786
self_attention,NoGate,N2_none_lr1e4,1,318,0.643888,0.356112,0.865272
self_attention,NoGate,N2_none_lr1e4,1,319,0.654711,0.345289,0.870503
self_attention,NoGate,N2_none_lr1e4,1,320,0.665702,0.334298,0.87732
self_attention,NoGate,N2_none_lr1e4,1,321,0.676534,0.323466,0.885521
self_attention,NoGate,N2_none_lr1e4,1,322,0.686882,0.313118,0.89486
self_attention,NoGate,N2_none_lr1e4,1,323,0.696438,0.303562,0.90506
self_attention,NoGate,N2_none_lr1e4,1,324,0.704916,0.295084,0.915815
self_attention,NoGate,N2_none_lr1e4,1,325,0.712064,0.287936,0.926805
self_attention,NoGate,N2_none_lr1e4,1,326,0.717667,0.282333,0.937701
self_attention,NoGate,N2_none_lr1e4,1,327,0.721559,0.278441,0.948178
self_attention,NoGate,N2_none_lr1e4,1,328,0.723624,0.276376,0.957923
self_attention,NoGate,N2_none_lr1e4,1,329,0.723799,0.276201,0.966645
self_attention,NoGate,N2_none_lr1e4,1,330,0.722081,0.277919,0.974084
self_attention,NoGate,N2_none_lr1e4,1,331,0.718518,0.281482,0.980019
self_attention,NoGate,N2_none_lr1e4,1,332,0.71322,0.28678,0.98427
self_attention,NoGate,N2_none_lr1e4,1,333,0.706342,0.293658,0.986713
self_attention,NoGate,N2_none_lr1e4,1,334,0.698092,0.301908,0.987273
self_attention,NoGate,N2_none_lr1e4,1,335,0.688714,0.311286,0.985934
self_attention,NoGate,N2_none_lr1e4,1,336,0.678489,0.321511,0.982737
self_attention,NoGate,N2_none_lr1e4,1,337,0.667723,0.332277,0.977775
self_attention,NoGate,N2_none_lr1e4,1,338,0.656737,0.343263,0.971199
self_attention,NoGate,N2_none_lr1e4,1,339,0.645858,0.354142,0.963203
self_attention,NoGate,N2_none_lr1e4,1,340,0.635411,0.364589,0.954027
self_attention,NoGate,N2_none_lr1e4,1,341,0.625709,0.374291,0.943945
self_attention,NoGate,N2_none_lr1e4,1,342,0.617041,0.382959,0.933257
self_attention,NoGate,N2_none_lr1e4,1,343,0.609666,0.390334,0.922283
self_attention,NoGate,N2_none_lr1e4,1,344,0.603804,0.396196,0.91135
self_attention,NoGate,N2_none_lr1e4,1,345,0.59963,0.40037,0.900785
self_attention,NoGate,N2_none_lr1e4,1,346,0.597268,0.402732,0.890903
