attention_family,model_role,condition_label,layer,sample_idx,aggregate_pair_equal_norm_entropy
cross_attention,NoGate,b3c2_none_frz_base,1,87,0.793006
cross_attention,NoGate,b3c2_none_frz_base,1,88,0.798578
cross_attention,NoGate,b3c2_none_frz_base,1,89,0.806852
cross_attention,NoGate,b3c2_none_frz_base,1,90,0.817581
cross_attention,NoGate,b3c2_none_frz_base,1,91,0.830443
cross_attention,NoGate,b3c2_none_frz_base,1,92,0.845056
cross_attention,NoGate,b3c2_none_frz_base,1,93,0.860983
cross_attention,NoGate,b3c2_none_frz_base,1,94,0.877748
cross_attention,NoGate,b3c2_none_frz_base,1,95,0.894851
cross_attention,NoGate,b3c2_none_frz_base,1,96,0.911781
cross_attention,NoGate,b3c2_none_frz_base,1,97,0.928033
cross_attention,NoGate,b3c2_none_frz_base,1,98,0.943122
cross_attention,NoGate,b3c2_none_frz_base,1,99,0.956597
cross_attention,NoGate,b3c2_none_frz_base,1,100,0.968056
cross_attention,NoGate,b3c2_none_frz_base,1,101,0.977157
cross_attention,NoGate,b3c2_none_frz_base,1,102,0.983628
cross_attention,NoGate,b3c2_none_frz_base,1,103,0.987276
cross_attention,NoGate,b3c2_none_frz_base,1,104,0.987992
cross_attention,NoGate,b3c2_none_frz_base,1,105,0.985754
cross_attention,NoGate,b3c2_none_frz_base,1,106,0.980630
cross_attention,NoGate,b3c2_none_frz_base,1,107,0.972773
cross_attention,NoGate,b3c2_none_frz_base,1,108,0.962416
cross_attention,NoGate,b3c2_none_frz_base,1,109,0.949870
cross_attention,NoGate,b3c2_none_frz_base,1,110,0.935508
cross_attention,NoGate,b3c2_none_frz_base,1,111,0.919760
cross_attention,NoGate,b3c2_none_frz_base,1,112,0.903095
cross_attention,NoGate,b3c2_none_frz_base,1,113,0.886012
cross_attention,NoGate,b3c2_none_frz_base,1,114,0.869020
cross_attention,NoGate,b3c2_none_frz_base,1,115,0.852626
cross_attention,NoGate,b3c2_none_frz_base,1,116,0.837321
cross_attention,NoGate,b3c2_none_frz_base,1,117,0.823560
cross_attention,NoGate,b3c2_none_frz_base,1,118,0.811755
cross_attention,NoGate,b3c2_none_frz_base,1,119,0.802258
cross_attention,NoGate,b3c2_none_frz_base,1,120,0.795352
cross_attention,NoGate,b3c2_none_frz_base,1,121,0.791244
cross_attention,NoGate,b3c2_none_frz_base,1,122,0.790057
cross_attention,NoGate,b3c2_none_frz_base,1,123,0.791826
cross_attention,NoGate,b3c2_none_frz_base,1,124,0.796498
cross_attention,NoGate,b3c2_none_frz_base,1,125,0.803933
cross_attention,NoGate,b3c2_none_frz_base,1,126,0.813910
cross_attention,NoGate,b3c2_none_frz_base,1,127,0.826130
cross_attention,NoGate,b3c2_none_frz_base,1,128,0.840230
cross_attention,NoGate,b3c2_none_frz_base,1,129,0.855788
cross_attention,NoGate,b3c2_none_frz_base,1,130,0.872339
cross_attention,NoGate,b3c2_none_frz_base,1,131,0.889389
cross_attention,NoGate,b3c2_none_frz_base,1,132,0.906430
cross_attention,NoGate,b3c2_none_frz_base,1,133,0.922953
cross_attention,NoGate,b3c2_none_frz_base,1,134,0.938463
cross_attention,NoGate,b3c2_none_frz_base,1,135,0.952500
cross_attention,NoGate,b3c2_none_frz_base,1,136,0.964642
cross_attention,NoGate,b3c2_none_frz_base,1,137,0.974528
cross_attention,NoGate,b3c2_none_frz_base,1,138,0.981863
cross_attention,NoGate,b3c2_none_frz_base,1,139,0.986427
cross_attention,NoGate,b3c2_none_frz_base,1,140,0.988085
cross_attention,NoGate,b3c2_none_frz_base,1,141,0.986786
cross_attention,NoGate,b3c2_none_frz_base,1,142,0.982571
cross_attention,NoGate,b3c2_none_frz_base,1,143,0.975563
cross_attention,NoGate,b3c2_none_frz_base,1,144,0.965974
cross_attention,NoGate,b3c2_none_frz_base,1,145,0.954088
cross_attention,NoGate,b3c2_none_frz_base,1,146,0.940261
cross_attention,NoGate,b3c2_none_frz_base,1,147,0.924906
cross_attention,NoGate,b3c2_none_frz_base,1,148,0.908481
cross_attention,NoGate,b3c2_none_frz_base,1,149,0.891476
cross_attention,NoGate,b3c2_none_frz_base,1,150,0.874399
cross_attention,NoGate,b3c2_none_frz_base,1,151,0.857760
cross_attention,NoGate,b3c2_none_frz_base,1,152,0.842056
cross_attention,NoGate,b3c2_none_frz_base,1,153,0.827756
cross_attention,NoGate,b3c2_none_frz_base,1,154,0.815285
cross_attention,NoGate,b3c2_none_frz_base,1,155,0.805018
cross_attention,NoGate,b3c2_none_frz_base,1,156,0.797259
cross_attention,NoGate,b3c2_none_frz_base,1,157,0.792242
cross_attention,NoGate,b3c2_none_frz_base,1,158,0.790115
cross_attention,NoGate,b3c2_none_frz_base,1,159,0.790942
cross_attention,NoGate,b3c2_none_frz_base,1,160,0.794699
cross_attention,NoGate,b3c2_none_frz_base,1,161,0.801273
cross_attention,NoGate,b3c2_none_frz_base,1,162,0.810468
cross_attention,NoGate,b3c2_none_frz_base,1,163,0.822009
cross_attention,NoGate,b3c2_none_frz_base,1,164,0.835553
cross_attention,NoGate,b3c2_none_frz_base,1,165,0.850694
cross_attention,NoGate,b3c2_none_frz_base,1,166,0.866981
cross_attention,NoGate,b3c2_none_frz_base,1,167,0.883927
cross_attention,NoGate,b3c2_none_frz_base,1,168,0.901026
cross_attention,NoGate,b3c2_none_frz_base,1,169,0.917769
cross_attention,NoGate,b3c2_none_frz_base,1,170,0.933655
cross_attention,NoGate,b3c2_none_frz_base,1,171,0.948209
cross_attention,NoGate,b3c2_none_frz_base,1,172,0.960998
cross_attention,NoGate,b3c2_none_frz_base,1,173,0.971639
cross_attention,NoGate,b3c2_none_frz_base,1,174,0.979815
cross_attention,NoGate,b3c2_none_frz_base,1,175,0.985282
cross_attention,NoGate,b3c2_none_frz_base,1,176,0.987877
cross_attention,NoGate,b3c2_none_frz_base,1,177,0.987521
cross_attention,NoGate,b3c2_none_frz_base,1,178,0.984226
cross_attention,NoGate,b3c2_none_frz_base,1,179,0.978091
cross_attention,NoGate,b3c2_none_frz_base,1,180,0.969297
cross_attention,NoGate,b3c2_none_frz_base,1,181,0.958108
cross_attention,NoGate,b3c2_none_frz_base,1,182,0.944859
cross_attention,NoGate,b3c2_none_frz_base,1,183,0.929943
cross_attention,NoGate,b3c2_none_frz_base,1,184,0.913807
cross_attention,NoGate,b3c2_none_frz_base,1,185,0.896933
cross_attention,NoGate,b3c2_none_frz_base,1,186,0.879823
cross_attention,NoGate,b3c2_none_frz_base,1,187,0.862990
cross_attention,NoGate,b3c2_none_frz_base,1,188,0.846935
cross_attention,NoGate,b3c2_none_frz_base,1,189,0.832138
cross_attention,NoGate,b3c2_none_frz_base,1,190,0.819040
cross_attention,NoGate,b3c2_none_frz_base,1,191,0.808034
cross_attention,NoGate,b3c2_none_frz_base,1,192,0.799446
cross_attention,NoGate,b3c2_none_frz_base,1,193,0.793534
cross_attention,NoGate,b3c2_none_frz_base,1,194,0.790474
cross_attention,NoGate,b3c2_none_frz_base,1,195,0.790357
cross_attention,NoGate,b3c2_none_frz_base,1,196,0.793187
cross_attention,NoGate,b3c2_none_frz_base,1,197,0.798880
cross_attention,NoGate,b3c2_none_frz_base,1,198,0.807265
cross_attention,NoGate,b3c2_none_frz_base,1,199,0.818093
cross_attention,NoGate,b3c2_none_frz_base,1,200,0.831039
cross_attention,NoGate,b3c2_none_frz_base,1,201,0.845717
cross_attention,NoGate,b3c2_none_frz_base,1,202,0.861690
cross_attention,NoGate,b3c2_none_frz_base,1,203,0.878480
cross_attention,NoGate,b3c2_none_frz_base,1,204,0.895586
cross_attention,NoGate,b3c2_none_frz_base,1,205,0.912498
cross_attention,NoGate,b3c2_none_frz_base,1,206,0.928710
cross_attention,NoGate,b3c2_none_frz_base,1,207,0.943738
cross_attention,NoGate,b3c2_none_frz_base,1,208,0.957134
cross_attention,NoGate,b3c2_none_frz_base,1,209,0.968499
cross_attention,NoGate,b3c2_none_frz_base,1,210,0.977491
cross_attention,NoGate,b3c2_none_frz_base,1,211,0.983844
cross_attention,NoGate,b3c2_none_frz_base,1,212,0.987367
cross_attention,NoGate,b3c2_none_frz_base,1,213,0.987956
cross_attention,NoGate,b3c2_none_frz_base,1,214,0.985592
cross_attention,NoGate,b3c2_none_frz_base,1,215,0.980347
cross_attention,NoGate,b3c2_none_frz_base,1,216,0.972376
cross_attention,NoGate,b3c2_none_frz_base,1,217,0.961919
cross_attention,NoGate,b3c2_none_frz_base,1,218,0.949286
cross_attention,NoGate,b3c2_none_frz_base,1,219,0.934856
cross_attention,NoGate,b3c2_none_frz_base,1,220,0.919058
cross_attention,NoGate,b3c2_none_frz_base,1,221,0.902365
cross_attention,NoGate,b3c2_none_frz_base,1,222,0.885275
cross_attention,NoGate,b3c2_none_frz_base,1,223,0.868299
cross_attention,NoGate,b3c2_none_frz_base,1,224,0.851942
cross_attention,NoGate,b3c2_none_frz_base,1,225,0.836694
cross_attention,NoGate,b3c2_none_frz_base,1,226,0.823009
cross_attention,NoGate,b3c2_none_frz_base,1,227,0.811296
cross_attention,NoGate,b3c2_none_frz_base,1,228,0.801905
cross_attention,NoGate,b3c2_none_frz_base,1,229,0.795117
cross_attention,NoGate,b3c2_none_frz_base,1,230,0.791133
cross_attention,NoGate,b3c2_none_frz_base,1,231,0.790073
cross_attention,NoGate,b3c2_none_frz_base,1,232,0.791968
cross_attention,NoGate,b3c2_none_frz_base,1,233,0.796762
cross_attention,NoGate,b3c2_none_frz_base,1,234,0.804312
cross_attention,NoGate,b3c2_none_frz_base,1,235,0.814392
cross_attention,NoGate,b3c2_none_frz_base,1,236,0.826701
cross_attention,NoGate,b3c2_none_frz_base,1,237,0.840873
cross_attention,NoGate,b3c2_none_frz_base,1,238,0.856483
cross_attention,NoGate,b3c2_none_frz_base,1,239,0.873066
cross_attention,NoGate,b3c2_none_frz_base,1,240,0.890126
cross_attention,NoGate,b3c2_none_frz_base,1,241,0.907155
cross_attention,NoGate,b3c2_none_frz_base,1,242,0.923644
cross_attention,NoGate,b3c2_none_frz_base,1,243,0.939101
cross_attention,NoGate,b3c2_none_frz_base,1,244,0.953064
cross_attention,NoGate,b3c2_none_frz_base,1,245,0.965116
cross_attention,NoGate,b3c2_none_frz_base,1,246,0.974898
cross_attention,NoGate,b3c2_none_frz_base,1,247,0.982118
cross_attention,NoGate,b3c2_none_frz_base,1,248,0.986559
cross_attention,NoGate,b3c2_none_frz_base,1,249,0.988090
cross_attention,NoGate,b3c2_none_frz_base,1,250,0.986664
cross_attention,NoGate,b3c2_none_frz_base,1,251,0.982325
cross_attention,NoGate,b3c2_none_frz_base,1,252,0.975202
cross_attention,NoGate,b3c2_none_frz_base,1,253,0.965507
cross_attention,NoGate,b3c2_none_frz_base,1,254,0.953530
cross_attention,NoGate,b3c2_none_frz_base,1,255,0.939629
cross_attention,NoGate,b3c2_none_frz_base,1,256,0.924218
cross_attention,NoGate,b3c2_none_frz_base,1,257,0.907757
cross_attention,NoGate,b3c2_none_frz_base,1,258,0.890739
cross_attention,NoGate,b3c2_none_frz_base,1,259,0.873671
cross_attention,NoGate,b3c2_none_frz_base,1,260,0.857062
cross_attention,NoGate,b3c2_none_frz_base,1,261,0.841409
cross_attention,NoGate,b3c2_none_frz_base,1,262,0.827178
cross_attention,NoGate,b3c2_none_frz_base,1,263,0.814796
cross_attention,NoGate,b3c2_none_frz_base,1,264,0.804630
cross_attention,NoGate,b3c2_none_frz_base,1,265,0.796986
cross_attention,NoGate,b3c2_none_frz_base,1,266,0.792090
cross_attention,NoGate,b3c2_none_frz_base,1,267,0.790089
cross_attention,NoGate,b3c2_none_frz_base,1,268,0.791044
cross_attention,NoGate,b3c2_none_frz_base,1,269,0.794925
cross_attention,NoGate,b3c2_none_frz_base,1,270,0.801616
cross_attention,NoGate,b3c2_none_frz_base,1,271,0.810918
cross_attention,NoGate,b3c2_none_frz_base,1,272,0.822554
cross_attention,NoGate,b3c2_none_frz_base,1,273,0.836175
cross_attention,NoGate,b3c2_none_frz_base,1,274,0.851375
cross_attention,NoGate,b3c2_none_frz_base,1,275,0.867700
cross_attention,NoGate,b3c2_none_frz_base,1,276,0.884663
cross_attention,NoGate,b3c2_none_frz_base,1,277,0.901758
cross_attention,NoGate,b3c2_none_frz_base,1,278,0.918474
cross_attention,NoGate,b3c2_none_frz_base,1,279,0.934311
cross_attention,NoGate,b3c2_none_frz_base,1,280,0.948799
cross_attention,NoGate,b3c2_none_frz_base,1,281,0.961502
cross_attention,NoGate,b3c2_none_frz_base,1,282,0.972044
cross_attention,NoGate,b3c2_none_frz_base,1,283,0.980108
cross_attention,NoGate,b3c2_none_frz_base,1,284,0.985454
cross_attention,NoGate,b3c2_none_frz_base,1,285,0.987922
cross_attention,NoGate,b3c2_none_frz_base,1,286,0.987439
cross_attention,NoGate,b3c2_none_frz_base,1,287,0.984020
cross_attention,NoGate,b3c2_none_frz_base,1,288,0.977765
cross_attention,NoGate,b3c2_none_frz_base,1,289,0.968863
cross_attention,NoGate,b3c2_none_frz_base,1,290,0.957578
cross_attention,NoGate,b3c2_none_frz_base,1,291,0.944248
cross_attention,NoGate,b3c2_none_frz_base,1,292,0.929270
cross_attention,NoGate,b3c2_none_frz_base,1,293,0.913093
cross_attention,NoGate,b3c2_none_frz_base,1,294,0.896198
cross_attention,NoGate,b3c2_none_frz_base,1,295,0.879090
cross_attention,NoGate,b3c2_none_frz_base,1,296,0.862279
cross_attention,NoGate,b3c2_none_frz_base,1,297,0.846269
cross_attention,NoGate,b3c2_none_frz_base,1,298,0.831536
cross_attention,NoGate,b3c2_none_frz_base,1,299,0.818521
cross_attention,NoGate,b3c2_none_frz_base,1,300,0.807612
cross_attention,NoGate,b3c2_none_frz_base,1,301,0.799135
cross_attention,NoGate,b3c2_none_frz_base,1,302,0.793342
cross_attention,NoGate,b3c2_none_frz_base,1,303,0.790408
cross_attention,NoGate,b3c2_none_frz_base,1,304,0.790418
cross_attention,NoGate,b3c2_none_frz_base,1,305,0.793374
cross_attention,NoGate,b3c2_none_frz_base,1,306,0.799187
cross_attention,NoGate,b3c2_none_frz_base,1,307,0.807683
cross_attention,NoGate,b3c2_none_frz_base,1,308,0.818609
cross_attention,NoGate,b3c2_none_frz_base,1,309,0.831638
cross_attention,NoGate,b3c2_none_frz_base,1,310,0.846381
cross_attention,NoGate,b3c2_none_frz_base,1,311,0.862399
cross_attention,NoGate,b3c2_none_frz_base,1,312,0.879213
cross_attention,NoGate,b3c2_none_frz_base,1,313,0.896322
cross_attention,NoGate,b3c2_none_frz_base,1,314,0.913213
cross_attention,NoGate,b3c2_none_frz_base,1,315,0.929384
cross_attention,NoGate,b3c2_none_frz_base,1,316,0.944351
cross_attention,NoGate,b3c2_none_frz_base,1,317,0.957668
cross_attention,NoGate,b3c2_none_frz_base,1,318,0.968936
cross_attention,NoGate,b3c2_none_frz_base,1,319,0.977821
cross_attention,NoGate,b3c2_none_frz_base,1,320,0.984055
cross_attention,NoGate,b3c2_none_frz_base,1,321,0.987454
cross_attention,NoGate,b3c2_none_frz_base,1,322,0.987915
cross_attention,NoGate,b3c2_none_frz_base,1,323,0.985425
cross_attention,NoGate,b3c2_none_frz_base,1,324,0.980059
cross_attention,NoGate,b3c2_none_frz_base,1,325,0.971976
cross_attention,NoGate,b3c2_none_frz_base,1,326,0.961417
cross_attention,NoGate,b3c2_none_frz_base,1,327,0.948699
cross_attention,NoGate,b3c2_none_frz_base,1,328,0.934201
cross_attention,NoGate,b3c2_none_frz_base,1,329,0.918355
cross_attention,NoGate,b3c2_none_frz_base,1,330,0.901634
cross_attention,NoGate,b3c2_none_frz_base,1,331,0.884539
cross_attention,NoGate,b3c2_none_frz_base,1,332,0.867579
cross_attention,NoGate,b3c2_none_frz_base,1,333,0.851260
cross_attention,NoGate,b3c2_none_frz_base,1,334,0.836070
cross_attention,NoGate,b3c2_none_frz_base,1,335,0.822462
cross_attention,NoGate,b3c2_none_frz_base,1,336,0.810842
cross_attention,NoGate,b3c2_none_frz_base,1,337,0.801558
cross_attention,NoGate,b3c2_none_frz_base,1,338,0.794886
cross_attention,NoGate,b3c2_none_frz_base,1,339,0.791026
cross_attention,NoGate,b3c2_none_frz_base,1,340,0.790093
cross_attention,NoGate,b3c2_none_frz_base,1,341,0.792115
cross_attention,NoGate,b3c2_none_frz_base,1,342,0.797031
cross_attention,NoGate,b3c2_none_frz_base,1,343,0.804695
cross_attention,NoGate,b3c2_none_frz_base,1,344,0.814878
cross_attention,NoGate,b3c2_none_frz_base,1,345,0.827276
cross_attention,NoGate,b3c2_none_frz_base,1,346,0.841518
cross_attention,NoGate,b3c2_none_frz_base,1,347,0.857180
cross_attention,NoGate,b3c2_none_frz_base,1,348,0.873794
cross_attention,NoGate,b3c2_none_frz_base,1,349,0.890863
cross_attention,NoGate,b3c2_none_frz_base,1,350,0.907880
cross_attention,NoGate,b3c2_none_frz_base,1,351,0.924334
cross_attention,NoGate,b3c2_none_frz_base,1,352,0.939736
cross_attention,NoGate,b3c2_none_frz_base,1,353,0.953625
cross_attention,NoGate,b3c2_none_frz_base,1,354,0.965586
cross_attention,NoGate,b3c2_none_frz_base,1,355,0.975263
cross_attention,NoGate,b3c2_none_frz_base,1,356,0.982367
cross_attention,NoGate,b3c2_none_frz_base,1,357,0.986685
cross_attention,NoGate,b3c2_none_frz_base,1,358,0.988089
cross_attention,NoGate,b3c2_none_frz_base,1,359,0.986537
cross_attention,NoGate,b3c2_none_frz_base,1,360,0.982075
cross_attention,NoGate,b3c2_none_frz_base,1,361,0.974836
cross_attention,NoGate,b3c2_none_frz_base,1,362,0.965036
cross_attention,NoGate,b3c2_none_frz_base,1,363,0.952969
cross_attention,NoGate,b3c2_none_frz_base,1,364,0.938994
cross_attention,NoGate,b3c2_none_frz_base,1,365,0.923528
cross_attention,NoGate,b3c2_none_frz_base,1,366,0.907033
cross_attention,NoGate,b3c2_none_frz_base,1,367,0.890002
cross_attention,NoGate,b3c2_none_frz_base,1,368,0.872943
cross_attention,NoGate,b3c2_none_frz_base,1,369,0.856365
cross_attention,NoGate,b3c2_none_frz_base,1,370,0.840764
cross_attention,NoGate,b3c2_none_frz_base,1,371,0.826605
cross_attention,NoGate,b3c2_none_frz_base,1,372,0.814310
cross_attention,NoGate,b3c2_none_frz_base,1,373,0.804247
cross_attention,NoGate,b3c2_none_frz_base,1,374,0.796717
cross_attention,NoGate,b3c2_none_frz_base,1,375,0.791944
cross_attention,NoGate,b3c2_none_frz_base,1,376,0.790070
cross_attention,NoGate,b3c2_none_frz_base,1,377,0.791151
cross_attention,NoGate,b3c2_none_frz_base,1,378,0.795156
cross_attention,NoGate,b3c2_none_frz_base,1,379,0.801964
cross_attention,NoGate,b3c2_none_frz_base,1,380,0.811373
cross_attention,NoGate,b3c2_none_frz_base,1,381,0.823102
cross_attention,NoGate,b3c2_none_frz_base,1,382,0.836799
cross_attention,NoGate,b3c2_none_frz_base,1,383,0.852057
cross_attention,NoGate,b3c2_none_frz_base,1,384,0.868420
cross_attention,NoGate,b3c2_none_frz_base,1,385,0.885400
cross_attention,NoGate,b3c2_none_frz_base,1,386,0.902489
cross_attention,NoGate,b3c2_none_frz_base,1,387,0.919177
cross_attention,NoGate,b3c2_none_frz_base,1,388,0.934966
cross_attention,NoGate,b3c2_none_frz_base,1,389,0.949385
cross_attention,NoGate,b3c2_none_frz_base,1,390,0.962003
cross_attention,NoGate,b3c2_none_frz_base,1,391,0.972444
cross_attention,NoGate,b3c2_none_frz_base,1,392,0.980395
cross_attention,NoGate,b3c2_none_frz_base,1,393,0.985620
cross_attention,NoGate,b3c2_none_frz_base,1,394,0.987962
cross_attention,NoGate,b3c2_none_frz_base,1,395,0.987352
cross_attention,NoGate,b3c2_none_frz_base,1,396,0.983808
cross_attention,NoGate,b3c2_none_frz_base,1,397,0.977435
cross_attention,NoGate,b3c2_none_frz_base,1,398,0.968424
cross_attention,NoGate,b3c2_none_frz_base,1,399,0.957044
cross_attention,NoGate,b3c2_none_frz_base,1,400,0.943634
cross_attention,NoGate,b3c2_none_frz_base,1,401,0.928596
cross_attention,NoGate,b3c2_none_frz_base,1,402,0.912377
cross_attention,NoGate,b3c2_none_frz_base,1,403,0.895462
cross_attention,NoGate,b3c2_none_frz_base,1,404,0.878356
cross_attention,NoGate,b3c2_none_frz_base,1,405,0.861571
cross_attention,NoGate,b3c2_none_frz_base,1,406,0.845606
cross_attention,NoGate,b3c2_none_frz_base,1,407,0.830938
cross_attention,NoGate,b3c2_none_frz_base,1,408,0.818006
cross_attention,NoGate,b3c2_none_frz_base,1,409,0.807195
cross_attention,NoGate,b3c2_none_frz_base,1,410,0.798829
cross_attention,NoGate,b3c2_none_frz_base,1,411,0.793156
cross_attention,NoGate,b3c2_none_frz_base,1,412,0.790347
cross_attention,NoGate,b3c2_none_frz_base,1,413,0.790485
cross_attention,NoGate,b3c2_none_frz_base,1,414,0.793567
cross_attention,NoGate,b3c2_none_frz_base,1,415,0.799499
cross_attention,NoGate,b3c2_none_frz_base,1,416,0.808105
cross_attention,NoGate,b3c2_none_frz_base,1,417,0.819129
cross_attention,NoGate,b3c2_none_frz_base,1,418,0.832240
cross_attention,NoGate,b3c2_none_frz_base,1,419,0.847048
cross_attention,NoGate,b3c2_none_frz_base,1,420,0.863110
cross_attention,NoGate,b3c2_none_frz_base,1,421,0.879947
cross_attention,NoGate,b3c2_none_frz_base,1,422,0.897057
cross_attention,NoGate,b3c2_none_frz_base,1,423,0.913928
cross_attention,NoGate,b3c2_none_frz_base,1,424,0.930056
cross_attention,NoGate,b3c2_none_frz_base,1,425,0.944961
cross_attention,NoGate,b3c2_none_frz_base,1,426,0.958198
cross_attention,NoGate,b3c2_none_frz_base,1,427,0.969370
cross_attention,NoGate,b3c2_none_frz_base,1,428,0.978145
cross_attention,NoGate,b3c2_none_frz_base,1,429,0.984261
cross_attention,NoGate,b3c2_none_frz_base,1,430,0.987534
cross_attention,NoGate,b3c2_none_frz_base,1,431,0.987868
cross_attention,NoGate,b3c2_none_frz_base,1,432,0.985253
cross_attention,NoGate,b3c2_none_frz_base,1,433,0.979765
