attention_family,model_role,condition_label,layer,sample_idx,aggregate_pair_equal_norm_entropy
cross_attention,PreGate,b3c2_pre_frz_base,1,47,0.575838
cross_attention,PreGate,b3c2_pre_frz_base,1,48,0.579533
cross_attention,PreGate,b3c2_pre_frz_base,1,49,0.585266
cross_attention,PreGate,b3c2_pre_frz_base,1,50,0.592867
cross_attention,PreGate,b3c2_pre_frz_base,1,51,0.602108
cross_attention,PreGate,b3c2_pre_frz_base,1,52,0.612713
cross_attention,PreGate,b3c2_pre_frz_base,1,53,0.624367
cross_attention,PreGate,b3c2_pre_frz_base,1,54,0.636720
cross_attention,PreGate,b3c2_pre_frz_base,1,55,0.649404
cross_attention,PreGate,b3c2_pre_frz_base,1,56,0.662041
cross_attention,PreGate,b3c2_pre_frz_base,1,57,0.674253
cross_attention,PreGate,b3c2_pre_frz_base,1,58,0.685676
cross_attention,PreGate,b3c2_pre_frz_base,1,59,0.695969
cross_attention,PreGate,b3c2_pre_frz_base,1,60,0.704824
cross_attention,PreGate,b3c2_pre_frz_base,1,61,0.711976
cross_attention,PreGate,b3c2_pre_frz_base,1,62,0.717214
cross_attention,PreGate,b3c2_pre_frz_base,1,63,0.720379
cross_attention,PreGate,b3c2_pre_frz_base,1,64,0.721378
cross_attention,PreGate,b3c2_pre_frz_base,1,65,0.720181
cross_attention,PreGate,b3c2_pre_frz_base,1,66,0.716823
cross_attention,PreGate,b3c2_pre_frz_base,1,67,0.711405
cross_attention,PreGate,b3c2_pre_frz_base,1,68,0.704088
cross_attention,PreGate,b3c2_pre_frz_base,1,69,0.695092
cross_attention,PreGate,b3c2_pre_frz_base,1,70,0.684684
cross_attention,PreGate,b3c2_pre_frz_base,1,71,0.673175
cross_attention,PreGate,b3c2_pre_frz_base,1,72,0.660909
cross_attention,PreGate,b3c2_pre_frz_base,1,73,0.648252
cross_attention,PreGate,b3c2_pre_frz_base,1,74,0.635582
cross_attention,PreGate,b3c2_pre_frz_base,1,75,0.623277
cross_attention,PreGate,b3c2_pre_frz_base,1,76,0.611705
cross_attention,PreGate,b3c2_pre_frz_base,1,77,0.601210
cross_attention,PreGate,b3c2_pre_frz_base,1,78,0.592107
cross_attention,PreGate,b3c2_pre_frz_base,1,79,0.584667
cross_attention,PreGate,b3c2_pre_frz_base,1,80,0.579113
cross_attention,PreGate,b3c2_pre_frz_base,1,81,0.575609
cross_attention,PreGate,b3c2_pre_frz_base,1,82,0.574261
cross_attention,PreGate,b3c2_pre_frz_base,1,83,0.575108
cross_attention,PreGate,b3c2_pre_frz_base,1,84,0.578127
cross_attention,PreGate,b3c2_pre_frz_base,1,85,0.583225
cross_attention,PreGate,b3c2_pre_frz_base,1,86,0.590252
cross_attention,PreGate,b3c2_pre_frz_base,1,87,0.598998
cross_attention,PreGate,b3c2_pre_frz_base,1,88,0.609201
cross_attention,PreGate,b3c2_pre_frz_base,1,89,0.620556
cross_attention,PreGate,b3c2_pre_frz_base,1,90,0.632725
cross_attention,PreGate,b3c2_pre_frz_base,1,91,0.645345
cross_attention,PreGate,b3c2_pre_frz_base,1,92,0.658038
cross_attention,PreGate,b3c2_pre_frz_base,1,93,0.670427
cross_attention,PreGate,b3c2_pre_frz_base,1,94,0.682140
cross_attention,PreGate,b3c2_pre_frz_base,1,95,0.692828
cross_attention,PreGate,b3c2_pre_frz_base,1,96,0.702172
cross_attention,PreGate,b3c2_pre_frz_base,1,97,0.709894
cross_attention,PreGate,b3c2_pre_frz_base,1,98,0.715762
cross_attention,PreGate,b3c2_pre_frz_base,1,99,0.719601
cross_attention,PreGate,b3c2_pre_frz_base,1,100,0.721298
cross_attention,PreGate,b3c2_pre_frz_base,1,101,0.720800
cross_attention,PreGate,b3c2_pre_frz_base,1,102,0.718124
cross_attention,PreGate,b3c2_pre_frz_base,1,103,0.713348
cross_attention,PreGate,b3c2_pre_frz_base,1,104,0.706616
cross_attention,PreGate,b3c2_pre_frz_base,1,105,0.698128
cross_attention,PreGate,b3c2_pre_frz_base,1,106,0.688139
cross_attention,PreGate,b3c2_pre_frz_base,1,107,0.676945
cross_attention,PreGate,b3c2_pre_frz_base,1,108,0.664882
cross_attention,PreGate,b3c2_pre_frz_base,1,109,0.652309
cross_attention,PreGate,b3c2_pre_frz_base,1,110,0.639602
cross_attention,PreGate,b3c2_pre_frz_base,1,111,0.627140
cross_attention,PreGate,b3c2_pre_frz_base,1,112,0.615295
cross_attention,PreGate,b3c2_pre_frz_base,1,113,0.604421
cross_attention,PreGate,b3c2_pre_frz_base,1,114,0.594842
cross_attention,PreGate,b3c2_pre_frz_base,1,115,0.586845
cross_attention,PreGate,b3c2_pre_frz_base,1,116,0.580668
cross_attention,PreGate,b3c2_pre_frz_base,1,117,0.576496
cross_attention,PreGate,b3c2_pre_frz_base,1,118,0.574453
cross_attention,PreGate,b3c2_pre_frz_base,1,119,0.574600
cross_attention,PreGate,b3c2_pre_frz_base,1,120,0.576932
cross_attention,PreGate,b3c2_pre_frz_base,1,121,0.581381
cross_attention,PreGate,b3c2_pre_frz_base,1,122,0.587813
cross_attention,PreGate,b3c2_pre_frz_base,1,123,0.596036
cross_attention,PreGate,b3c2_pre_frz_base,1,124,0.605805
cross_attention,PreGate,b3c2_pre_frz_base,1,125,0.616829
cross_attention,PreGate,b3c2_pre_frz_base,1,126,0.628777
cross_attention,PreGate,b3c2_pre_frz_base,1,127,0.641293
cross_attention,PreGate,b3c2_pre_frz_base,1,128,0.654005
cross_attention,PreGate,b3c2_pre_frz_base,1,129,0.666531
cross_attention,PreGate,b3c2_pre_frz_base,1,130,0.678498
cross_attention,PreGate,b3c2_pre_frz_base,1,131,0.689550
cross_attention,PreGate,b3c2_pre_frz_base,1,132,0.699355
cross_attention,PreGate,b3c2_pre_frz_base,1,133,0.707622
cross_attention,PreGate,b3c2_pre_frz_base,1,134,0.714103
cross_attention,PreGate,b3c2_pre_frz_base,1,135,0.718605
cross_attention,PreGate,b3c2_pre_frz_base,1,136,0.720994
cross_attention,PreGate,b3c2_pre_frz_base,1,137,0.721198
cross_attention,PreGate,b3c2_pre_frz_base,1,138,0.719211
cross_attention,PreGate,b3c2_pre_frz_base,1,139,0.715092
cross_attention,PreGate,b3c2_pre_frz_base,1,140,0.708965
cross_attention,PreGate,b3c2_pre_frz_base,1,141,0.701012
cross_attention,PreGate,b3c2_pre_frz_base,1,142,0.691471
cross_attention,PreGate,b3c2_pre_frz_base,1,143,0.680627
cross_attention,PreGate,b3c2_pre_frz_base,1,144,0.668803
cross_attention,PreGate,b3c2_pre_frz_base,1,145,0.656352
cross_attention,PreGate,b3c2_pre_frz_base,1,146,0.643647
cross_attention,PreGate,b3c2_pre_frz_base,1,147,0.631065
cross_attention,PreGate,b3c2_pre_frz_base,1,148,0.618984
cross_attention,PreGate,b3c2_pre_frz_base,1,149,0.607764
cross_attention,PreGate,b3c2_pre_frz_base,1,150,0.597739
cross_attention,PreGate,b3c2_pre_frz_base,1,151,0.589209
cross_attention,PreGate,b3c2_pre_frz_base,1,152,0.582429
cross_attention,PreGate,b3c2_pre_frz_base,1,153,0.577600
cross_attention,PreGate,b3c2_pre_frz_base,1,154,0.574868
cross_attention,PreGate,b3c2_pre_frz_base,1,155,0.574314
cross_attention,PreGate,b3c2_pre_frz_base,1,156,0.575954
cross_attention,PreGate,b3c2_pre_frz_base,1,157,0.579739
cross_attention,PreGate,b3c2_pre_frz_base,1,158,0.585556
cross_attention,PreGate,b3c2_pre_frz_base,1,159,0.593233
cross_attention,PreGate,b3c2_pre_frz_base,1,160,0.602538
cross_attention,PreGate,b3c2_pre_frz_base,1,161,0.613195
cross_attention,PreGate,b3c2_pre_frz_base,1,162,0.624886
cross_attention,PreGate,b3c2_pre_frz_base,1,163,0.637261
cross_attention,PreGate,b3c2_pre_frz_base,1,164,0.649952
cross_attention,PreGate,b3c2_pre_frz_base,1,165,0.662578
cross_attention,PreGate,b3c2_pre_frz_base,1,166,0.674764
cross_attention,PreGate,b3c2_pre_frz_base,1,167,0.686145
cross_attention,PreGate,b3c2_pre_frz_base,1,168,0.696381
cross_attention,PreGate,b3c2_pre_frz_base,1,169,0.705168
cross_attention,PreGate,b3c2_pre_frz_base,1,170,0.712242
cross_attention,PreGate,b3c2_pre_frz_base,1,171,0.717393
cross_attention,PreGate,b3c2_pre_frz_base,1,172,0.720467
cross_attention,PreGate,b3c2_pre_frz_base,1,173,0.721372
cross_attention,PreGate,b3c2_pre_frz_base,1,174,0.720080
cross_attention,PreGate,b3c2_pre_frz_base,1,175,0.716631
cross_attention,PreGate,b3c2_pre_frz_base,1,176,0.711128
cross_attention,PreGate,b3c2_pre_frz_base,1,177,0.703734
cross_attention,PreGate,b3c2_pre_frz_base,1,178,0.694671
cross_attention,PreGate,b3c2_pre_frz_base,1,179,0.684209
cross_attention,PreGate,b3c2_pre_frz_base,1,180,0.672660
cross_attention,PreGate,b3c2_pre_frz_base,1,181,0.660370
cross_attention,PreGate,b3c2_pre_frz_base,1,182,0.647704
cross_attention,PreGate,b3c2_pre_frz_base,1,183,0.635042
cross_attention,PreGate,b3c2_pre_frz_base,1,184,0.622761
cross_attention,PreGate,b3c2_pre_frz_base,1,185,0.611229
cross_attention,PreGate,b3c2_pre_frz_base,1,186,0.600788
cross_attention,PreGate,b3c2_pre_frz_base,1,187,0.591751
cross_attention,PreGate,b3c2_pre_frz_base,1,188,0.584388
cross_attention,PreGate,b3c2_pre_frz_base,1,189,0.578919
cross_attention,PreGate,b3c2_pre_frz_base,1,190,0.575506
cross_attention,PreGate,b3c2_pre_frz_base,1,191,0.574252
cross_attention,PreGate,b3c2_pre_frz_base,1,192,0.575194
cross_attention,PreGate,b3c2_pre_frz_base,1,193,0.578304
cross_attention,PreGate,b3c2_pre_frz_base,1,194,0.583489
cross_attention,PreGate,b3c2_pre_frz_base,1,195,0.590595
cross_attention,PreGate,b3c2_pre_frz_base,1,196,0.599409
cross_attention,PreGate,b3c2_pre_frz_base,1,197,0.609668
cross_attention,PreGate,b3c2_pre_frz_base,1,198,0.621065
cross_attention,PreGate,b3c2_pre_frz_base,1,199,0.633262
cross_attention,PreGate,b3c2_pre_frz_base,1,200,0.645892
cross_attention,PreGate,b3c2_pre_frz_base,1,201,0.658580
cross_attention,PreGate,b3c2_pre_frz_base,1,202,0.670947
cross_attention,PreGate,b3c2_pre_frz_base,1,203,0.682623
cross_attention,PreGate,b3c2_pre_frz_base,1,204,0.693260
cross_attention,PreGate,b3c2_pre_frz_base,1,205,0.702540
cross_attention,PreGate,b3c2_pre_frz_base,1,206,0.710186
cross_attention,PreGate,b3c2_pre_frz_base,1,207,0.715970
cross_attention,PreGate,b3c2_pre_frz_base,1,208,0.719719
cross_attention,PreGate,b3c2_pre_frz_base,1,209,0.721322
cross_attention,PreGate,b3c2_pre_frz_base,1,210,0.720729
cross_attention,PreGate,b3c2_pre_frz_base,1,211,0.717961
cross_attention,PreGate,b3c2_pre_frz_base,1,212,0.713097
cross_attention,PreGate,b3c2_pre_frz_base,1,213,0.706285
cross_attention,PreGate,b3c2_pre_frz_base,1,214,0.697728
cross_attention,PreGate,b3c2_pre_frz_base,1,215,0.687680
cross_attention,PreGate,b3c2_pre_frz_base,1,216,0.676441
cross_attention,PreGate,b3c2_pre_frz_base,1,217,0.664349
cross_attention,PreGate,b3c2_pre_frz_base,1,218,0.651762
cross_attention,PreGate,b3c2_pre_frz_base,1,219,0.639058
cross_attention,PreGate,b3c2_pre_frz_base,1,220,0.626615
cross_attention,PreGate,b3c2_pre_frz_base,1,221,0.614805
cross_attention,PreGate,b3c2_pre_frz_base,1,222,0.603980
cross_attention,PreGate,b3c2_pre_frz_base,1,223,0.594464
cross_attention,PreGate,b3c2_pre_frz_base,1,224,0.586541
cross_attention,PreGate,b3c2_pre_frz_base,1,225,0.580447
cross_attention,PreGate,b3c2_pre_frz_base,1,226,0.576364
cross_attention,PreGate,b3c2_pre_frz_base,1,227,0.574414
cross_attention,PreGate,b3c2_pre_frz_base,1,228,0.574655
cross_attention,PreGate,b3c2_pre_frz_base,1,229,0.577081
cross_attention,PreGate,b3c2_pre_frz_base,1,230,0.581618
cross_attention,PreGate,b3c2_pre_frz_base,1,231,0.588132
cross_attention,PreGate,b3c2_pre_frz_base,1,232,0.596427
cross_attention,PreGate,b3c2_pre_frz_base,1,233,0.606256
cross_attention,PreGate,b3c2_pre_frz_base,1,234,0.617326
cross_attention,PreGate,b3c2_pre_frz_base,1,235,0.629306
cross_attention,PreGate,b3c2_pre_frz_base,1,236,0.641839
cross_attention,PreGate,b3c2_pre_frz_base,1,237,0.654550
cross_attention,PreGate,b3c2_pre_frz_base,1,238,0.667060
cross_attention,PreGate,b3c2_pre_frz_base,1,239,0.678995
cross_attention,PreGate,b3c2_pre_frz_base,1,240,0.690000
cross_attention,PreGate,b3c2_pre_frz_base,1,241,0.699745
cross_attention,PreGate,b3c2_pre_frz_base,1,242,0.707939
cross_attention,PreGate,b3c2_pre_frz_base,1,243,0.714339
cross_attention,PreGate,b3c2_pre_frz_base,1,244,0.718752
cross_attention,PreGate,b3c2_pre_frz_base,1,245,0.721048
cross_attention,PreGate,b3c2_pre_frz_base,1,246,0.721157
cross_attention,PreGate,b3c2_pre_frz_base,1,247,0.719077
cross_attention,PreGate,b3c2_pre_frz_base,1,248,0.714869
cross_attention,PreGate,b3c2_pre_frz_base,1,249,0.708659
cross_attention,PreGate,b3c2_pre_frz_base,1,250,0.700632
cross_attention,PreGate,b3c2_pre_frz_base,1,251,0.691029
cross_attention,PreGate,b3c2_pre_frz_base,1,252,0.680136
cross_attention,PreGate,b3c2_pre_frz_base,1,253,0.668277
cross_attention,PreGate,b3c2_pre_frz_base,1,254,0.655808
cross_attention,PreGate,b3c2_pre_frz_base,1,255,0.643100
cross_attention,PreGate,b3c2_pre_frz_base,1,256,0.630533
cross_attention,PreGate,b3c2_pre_frz_base,1,257,0.618481
cross_attention,PreGate,b3c2_pre_frz_base,1,258,0.607306
cross_attention,PreGate,b3c2_pre_frz_base,1,259,0.597339
cross_attention,PreGate,b3c2_pre_frz_base,1,260,0.588880
cross_attention,PreGate,b3c2_pre_frz_base,1,261,0.582180
cross_attention,PreGate,b3c2_pre_frz_base,1,262,0.577439
cross_attention,PreGate,b3c2_pre_frz_base,1,263,0.574799
cross_attention,PreGate,b3c2_pre_frz_base,1,264,0.574339
cross_attention,PreGate,b3c2_pre_frz_base,1,265,0.576073
cross_attention,PreGate,b3c2_pre_frz_base,1,266,0.579948
cross_attention,PreGate,b3c2_pre_frz_base,1,267,0.585850
cross_attention,PreGate,b3c2_pre_frz_base,1,268,0.593601
cross_attention,PreGate,b3c2_pre_frz_base,1,269,0.602971
cross_attention,PreGate,b3c2_pre_frz_base,1,270,0.613680
cross_attention,PreGate,b3c2_pre_frz_base,1,271,0.625407
cross_attention,PreGate,b3c2_pre_frz_base,1,272,0.637804
cross_attention,PreGate,b3c2_pre_frz_base,1,273,0.650499
cross_attention,PreGate,b3c2_pre_frz_base,1,274,0.663114
cross_attention,PreGate,b3c2_pre_frz_base,1,275,0.675273
cross_attention,PreGate,b3c2_pre_frz_base,1,276,0.686611
cross_attention,PreGate,b3c2_pre_frz_base,1,277,0.696791
cross_attention,PreGate,b3c2_pre_frz_base,1,278,0.705509
cross_attention,PreGate,b3c2_pre_frz_base,1,279,0.712505
cross_attention,PreGate,b3c2_pre_frz_base,1,280,0.717569
cross_attention,PreGate,b3c2_pre_frz_base,1,281,0.720551
cross_attention,PreGate,b3c2_pre_frz_base,1,282,0.721361
cross_attention,PreGate,b3c2_pre_frz_base,1,283,0.719976
cross_attention,PreGate,b3c2_pre_frz_base,1,284,0.716436
cross_attention,PreGate,b3c2_pre_frz_base,1,285,0.710847
cross_attention,PreGate,b3c2_pre_frz_base,1,286,0.703377
cross_attention,PreGate,b3c2_pre_frz_base,1,287,0.694247
cross_attention,PreGate,b3c2_pre_frz_base,1,288,0.683732
cross_attention,PreGate,b3c2_pre_frz_base,1,289,0.672144
cross_attention,PreGate,b3c2_pre_frz_base,1,290,0.659830
cross_attention,PreGate,b3c2_pre_frz_base,1,291,0.647157
cross_attention,PreGate,b3c2_pre_frz_base,1,292,0.634503
cross_attention,PreGate,b3c2_pre_frz_base,1,293,0.622247
cross_attention,PreGate,b3c2_pre_frz_base,1,294,0.610754
cross_attention,PreGate,b3c2_pre_frz_base,1,295,0.600368
cross_attention,PreGate,b3c2_pre_frz_base,1,296,0.591398
cross_attention,PreGate,b3c2_pre_frz_base,1,297,0.584112
cross_attention,PreGate,b3c2_pre_frz_base,1,298,0.578728
cross_attention,PreGate,b3c2_pre_frz_base,1,299,0.575407
cross_attention,PreGate,b3c2_pre_frz_base,1,300,0.574247
cross_attention,PreGate,b3c2_pre_frz_base,1,301,0.575284
cross_attention,PreGate,b3c2_pre_frz_base,1,302,0.578485
cross_attention,PreGate,b3c2_pre_frz_base,1,303,0.583757
cross_attention,PreGate,b3c2_pre_frz_base,1,304,0.590941
cross_attention,PreGate,b3c2_pre_frz_base,1,305,0.599823
cross_attention,PreGate,b3c2_pre_frz_base,1,306,0.610137
cross_attention,PreGate,b3c2_pre_frz_base,1,307,0.621576
cross_attention,PreGate,b3c2_pre_frz_base,1,308,0.633799
cross_attention,PreGate,b3c2_pre_frz_base,1,309,0.646440
cross_attention,PreGate,b3c2_pre_frz_base,1,310,0.659122
cross_attention,PreGate,b3c2_pre_frz_base,1,311,0.671466
cross_attention,PreGate,b3c2_pre_frz_base,1,312,0.683104
cross_attention,PreGate,b3c2_pre_frz_base,1,313,0.693689
cross_attention,PreGate,b3c2_pre_frz_base,1,314,0.702904
cross_attention,PreGate,b3c2_pre_frz_base,1,315,0.710474
cross_attention,PreGate,b3c2_pre_frz_base,1,316,0.716174
cross_attention,PreGate,b3c2_pre_frz_base,1,317,0.719833
cross_attention,PreGate,b3c2_pre_frz_base,1,318,0.721341
cross_attention,PreGate,b3c2_pre_frz_base,1,319,0.720655
cross_attention,PreGate,b3c2_pre_frz_base,1,320,0.717794
cross_attention,PreGate,b3c2_pre_frz_base,1,321,0.712843
cross_attention,PreGate,b3c2_pre_frz_base,1,322,0.705951
cross_attention,PreGate,b3c2_pre_frz_base,1,323,0.697324
cross_attention,PreGate,b3c2_pre_frz_base,1,324,0.687218
cross_attention,PreGate,b3c2_pre_frz_base,1,325,0.675936
cross_attention,PreGate,b3c2_pre_frz_base,1,326,0.663815
cross_attention,PreGate,b3c2_pre_frz_base,1,327,0.651215
cross_attention,PreGate,b3c2_pre_frz_base,1,328,0.638514
cross_attention,PreGate,b3c2_pre_frz_base,1,329,0.626091
cross_attention,PreGate,b3c2_pre_frz_base,1,330,0.614316
cross_attention,PreGate,b3c2_pre_frz_base,1,331,0.603541
cross_attention,PreGate,b3c2_pre_frz_base,1,332,0.594088
cross_attention,PreGate,b3c2_pre_frz_base,1,333,0.586239
cross_attention,PreGate,b3c2_pre_frz_base,1,334,0.580228
cross_attention,PreGate,b3c2_pre_frz_base,1,335,0.576235
cross_attention,PreGate,b3c2_pre_frz_base,1,336,0.574379
cross_attention,PreGate,b3c2_pre_frz_base,1,337,0.574715
cross_attention,PreGate,b3c2_pre_frz_base,1,338,0.577233
cross_attention,PreGate,b3c2_pre_frz_base,1,339,0.581859
cross_attention,PreGate,b3c2_pre_frz_base,1,340,0.588453
cross_attention,PreGate,b3c2_pre_frz_base,1,341,0.596820
cross_attention,PreGate,b3c2_pre_frz_base,1,342,0.606709
cross_attention,PreGate,b3c2_pre_frz_base,1,343,0.617825
cross_attention,PreGate,b3c2_pre_frz_base,1,344,0.629837
cross_attention,PreGate,b3c2_pre_frz_base,1,345,0.642385
cross_attention,PreGate,b3c2_pre_frz_base,1,346,0.655095
cross_attention,PreGate,b3c2_pre_frz_base,1,347,0.667588
cross_attention,PreGate,b3c2_pre_frz_base,1,348,0.679490
cross_attention,PreGate,b3c2_pre_frz_base,1,349,0.690447
cross_attention,PreGate,b3c2_pre_frz_base,1,350,0.700131
cross_attention,PreGate,b3c2_pre_frz_base,1,351,0.708253
cross_attention,PreGate,b3c2_pre_frz_base,1,352,0.714571
cross_attention,PreGate,b3c2_pre_frz_base,1,353,0.718895
cross_attention,PreGate,b3c2_pre_frz_base,1,354,0.721098
cross_attention,PreGate,b3c2_pre_frz_base,1,355,0.721112
cross_attention,PreGate,b3c2_pre_frz_base,1,356,0.718939
cross_attention,PreGate,b3c2_pre_frz_base,1,357,0.714642
cross_attention,PreGate,b3c2_pre_frz_base,1,358,0.708349
cross_attention,PreGate,b3c2_pre_frz_base,1,359,0.700250
cross_attention,PreGate,b3c2_pre_frz_base,1,360,0.690585
cross_attention,PreGate,b3c2_pre_frz_base,1,361,0.679643
cross_attention,PreGate,b3c2_pre_frz_base,1,362,0.667751
cross_attention,PreGate,b3c2_pre_frz_base,1,363,0.655263
cross_attention,PreGate,b3c2_pre_frz_base,1,364,0.642554
cross_attention,PreGate,b3c2_pre_frz_base,1,365,0.630001
cross_attention,PreGate,b3c2_pre_frz_base,1,366,0.617980
cross_attention,PreGate,b3c2_pre_frz_base,1,367,0.606850
cross_attention,PreGate,b3c2_pre_frz_base,1,368,0.596942
cross_attention,PreGate,b3c2_pre_frz_base,1,369,0.588553
cross_attention,PreGate,b3c2_pre_frz_base,1,370,0.581934
cross_attention,PreGate,b3c2_pre_frz_base,1,371,0.577281
cross_attention,PreGate,b3c2_pre_frz_base,1,372,0.574734
cross_attention,PreGate,b3c2_pre_frz_base,1,373,0.574369
cross_attention,PreGate,b3c2_pre_frz_base,1,374,0.576196
cross_attention,PreGate,b3c2_pre_frz_base,1,375,0.580162
cross_attention,PreGate,b3c2_pre_frz_base,1,376,0.586147
cross_attention,PreGate,b3c2_pre_frz_base,1,377,0.593973
cross_attention,PreGate,b3c2_pre_frz_base,1,378,0.603406
cross_attention,PreGate,b3c2_pre_frz_base,1,379,0.614166
cross_attention,PreGate,b3c2_pre_frz_base,1,380,0.625929
cross_attention,PreGate,b3c2_pre_frz_base,1,381,0.638347
cross_attention,PreGate,b3c2_pre_frz_base,1,382,0.651046
cross_attention,PreGate,b3c2_pre_frz_base,1,383,0.663649
cross_attention,PreGate,b3c2_pre_frz_base,1,384,0.675780
cross_attention,PreGate,b3c2_pre_frz_base,1,385,0.687075
cross_attention,PreGate,b3c2_pre_frz_base,1,386,0.697199
cross_attention,PreGate,b3c2_pre_frz_base,1,387,0.705848
cross_attention,PreGate,b3c2_pre_frz_base,1,388,0.712764
cross_attention,PreGate,b3c2_pre_frz_base,1,389,0.717741
cross_attention,PreGate,b3c2_pre_frz_base,1,390,0.720631
cross_attention,PreGate,b3c2_pre_frz_base,1,391,0.721347
cross_attention,PreGate,b3c2_pre_frz_base,1,392,0.719867
cross_attention,PreGate,b3c2_pre_frz_base,1,393,0.716236
cross_attention,PreGate,b3c2_pre_frz_base,1,394,0.710563
cross_attention,PreGate,b3c2_pre_frz_base,1,395,0.703016
cross_attention,PreGate,b3c2_pre_frz_base,1,396,0.693821
cross_attention,PreGate,b3c2_pre_frz_base,1,397,0.683253
cross_attention,PreGate,b3c2_pre_frz_base,1,398,0.671626
cross_attention,PreGate,b3c2_pre_frz_base,1,399,0.659289
cross_attention,PreGate,b3c2_pre_frz_base,1,400,0.646609
cross_attention,PreGate,b3c2_pre_frz_base,1,401,0.633965
cross_attention,PreGate,b3c2_pre_frz_base,1,402,0.621734
cross_attention,PreGate,b3c2_pre_frz_base,1,403,0.610282
cross_attention,PreGate,b3c2_pre_frz_base,1,404,0.599951
cross_attention,PreGate,b3c2_pre_frz_base,1,405,0.591048
cross_attention,PreGate,b3c2_pre_frz_base,1,406,0.583840
cross_attention,PreGate,b3c2_pre_frz_base,1,407,0.578542
cross_attention,PreGate,b3c2_pre_frz_base,1,408,0.575312
cross_attention,PreGate,b3c2_pre_frz_base,1,409,0.574247
cross_attention,PreGate,b3c2_pre_frz_base,1,410,0.575377
cross_attention,PreGate,b3c2_pre_frz_base,1,411,0.578670
cross_attention,PreGate,b3c2_pre_frz_base,1,412,0.584028
cross_attention,PreGate,b3c2_pre_frz_base,1,413,0.591290
cross_attention,PreGate,b3c2_pre_frz_base,1,414,0.600239
cross_attention,PreGate,b3c2_pre_frz_base,1,415,0.610608
cross_attention,PreGate,b3c2_pre_frz_base,1,416,0.622089
cross_attention,PreGate,b3c2_pre_frz_base,1,417,0.634337
cross_attention,PreGate,b3c2_pre_frz_base,1,418,0.646988
cross_attention,PreGate,b3c2_pre_frz_base,1,419,0.659663
cross_attention,PreGate,b3c2_pre_frz_base,1,420,0.671984
